Filename, Subject, Verb
fortunata_y_jacinda_3a.txt, aquel desatino, entró
fortunata_y_jacinda_3a.txt, nada, quedará
fortunata_y_jacinda_3a.txt, Ella, es
fortunata_y_jacinda_3a.txt, que, hace
fortunata_y_jacinda_3a.txt, yo, tenido
fortunata_y_jacinda_3a.txt, quién, tiene
fortunata_y_jacinda_3a.txt, cuáles, valen
fortunata_y_jacinda_3a.txt, Estos enormes disparates, persistieron
fortunata_y_jacinda_3a.txt, que, reinara
fortunata_y_jacinda_3a.txt, un cierto respeto, contenía
fortunata_y_jacinda_3a.txt, Buenos, todos
fortunata_y_jacinda_3a.txt, quién, sale
fortunata_y_jacinda_3a.txt, que, detenía
fortunata_y_jacinda_3a.txt, La joven, reconoció
fortunata_y_jacinda_3a.txt, que, vecino
fortunata_y_jacinda_3a.txt, ella, vivía
fortunata_y_jacinda_3a.txt, Plácido, embozó
fortunata_y_jacinda_3a.txt, Siguiole Fortunata, volvió
fortunata_y_jacinda_3a.txt, Quién, salía
fortunata_y_jacinda_3a.txt, que, parecía
fortunata_y_jacinda_3a.txt, El tal, pasó
fortunata_y_jacinda_3a.txt, un instante, detuvo
fortunata_y_jacinda_3a.txt, Otras personas, salían
fortunata_y_jacinda_3a.txt, la idea, locura
fortunata_y_jacinda_3a.txt, que, hacen
fortunata_y_jacinda_3a.txt, Uno, fue
fortunata_y_jacinda_3a.txt, que, sucedieron
fortunata_y_jacinda_3a.txt, la gente, corre
fortunata_y_jacinda_3a.txt, nada, creer
fortunata_y_jacinda_3a.txt, Ninguna, lo
fortunata_y_jacinda_3a.txt, pueblo, las
fortunata_y_jacinda_3a.txt, Yo, verbigracia
fortunata_y_jacinda_3a.txt, qué, ríes
fortunata_y_jacinda_3a.txt, tú, honrada
fortunata_y_jacinda_3a.txt, Cada trimestre, soy
fortunata_y_jacinda_3a.txt, todo, tapan
fortunata_y_jacinda_3a.txt, unas, tapan
fortunata_y_jacinda_3a.txt, quien, crea
fortunata_y_jacinda_3a.txt, usted, caerá
fortunata_y_jacinda_3a.txt, usted, tiene
fortunata_y_jacinda_3a.txt, un coche, acercaba
fortunata_y_jacinda_3a.txt, nadie, salió
fortunata_y_jacinda_3a.txt, el lacayo, entró
fortunata_y_jacinda_3a.txt, Deogracias, puso
fortunata_y_jacinda_3a.txt, que, sacaron
fortunata_y_jacinda_3a.txt, par, están
fortunata_y_jacinda_3a.txt, La cabeza, abrasa
fortunata_y_jacinda_3a.txt, toda uñas, vuelvo
fortunata_y_jacinda_3a.txt, las señoras, Salieron
fortunata_y_jacinda_3a.txt, Fortunata, vio
fortunata_y_jacinda_3a.txt, el lacayo, cerró
fortunata_y_jacinda_3a.txt, qué cosas, fue
fortunata_y_jacinda_3a.txt, ella, terror
fortunata_y_jacinda_3a.txt, que, pensaba
fortunata_y_jacinda_3a.txt, que, sintió
fortunata_y_jacinda_3a.txt, que, infunde
fortunata_y_jacinda_3a.txt, su voluntad, vio
fortunata_y_jacinda_3a.txt, que, echó
fortunata_y_jacinda_3a.txt, que, rodaba
fortunata_y_jacinda_3a.txt, la señora, dio
fortunata_y_jacinda_3a.txt, que, sentido
fortunata_y_jacinda_3a.txt, su espanto, el
fortunata_y_jacinda_3a.txt, que, ve
fortunata_y_jacinda_3a.txt, Un individuo, miró
fortunata_y_jacinda_3a.txt, ella, hizo
fortunata_y_jacinda_3a.txt, El frío, obligaron
fortunata_y_jacinda_3a.txt, estos, bonitos
fortunata_y_jacinda_3a.txt, muchos, ponían
fortunata_y_jacinda_3a.txt, la cabeza, despejándole
fortunata_y_jacinda_3a.txt, que, metido
fortunata_y_jacinda_3a.txt, El sentimiento, iba
fortunata_y_jacinda_3a.txt, la realidad, érale
fortunata_y_jacinda_3a.txt, Un individuo, aventuró
fortunata_y_jacinda_3a.txt, usted, va
fortunata_y_jacinda_3a.txt, ella, Detúvose
fortunata_y_jacinda_3a.txt, esto, dijo
fortunata_y_jacinda_3a.txt, un ratito, estuvo
fortunata_y_jacinda_3a.txt, Yo, quiero
fortunata_y_jacinda_3a.txt, usted, va
fortunata_y_jacinda_3a.txt, el camino, el
fortunata_y_jacinda_3a.txt, usted, lleva
fortunata_y_jacinda_3a.txt, ella, mirando
fortunata_y_jacinda_3a.txt, que, pasa
fortunata_y_jacinda_3a.txt, --Ese, camino
fortunata_y_jacinda_3a.txt, --Que, honrada
fortunata_y_jacinda_3a.txt, yo, honrada
fortunata_y_jacinda_3a.txt, que, lo
fortunata_y_jacinda_3a.txt, Feijoo, miró
fortunata_y_jacinda_3a.txt, aquellos ojos, hecho
fortunata_y_jacinda_3a.txt, su acompañante, chistaba
fortunata_y_jacinda_3a.txt, ella, detuviera
fortunata_y_jacinda_3a.txt, que, hombre
fortunata_y_jacinda_3a.txt, usted, buena
fortunata_y_jacinda_3a.txt, algo, pasado
fortunata_y_jacinda_3a.txt, yo, siempre
fortunata_y_jacinda_3a.txt, usted, tenga
fortunata_y_jacinda_3a.txt, usted, fatigada
fortunata_y_jacinda_3a.txt, Rubín, La
fortunata_y_jacinda_3a.txt, Feijoo, habló
fortunata_y_jacinda_3a.txt, ella, contestaba
fortunata_y_jacinda_3a.txt, tú, eres
fortunata_y_jacinda_3a.txt, quién, eres
fortunata_y_jacinda_3a.txt, Esa cabeza, buena
fortunata_y_jacinda_3a.txt, La criada, abrió
fortunata_y_jacinda_3a.txt, usted, Quiere
fortunata_y_jacinda_3a.txt, ella, metiose
fortunata_y_jacinda_3a.txt, Feijoo, siguió
fortunata_y_jacinda_3a.txt, él, cuchichearon
fortunata_y_jacinda_3a.txt, la dolorida, acostó
fortunata_y_jacinda_3a.txt, tú, dudas
fortunata_y_jacinda_3a.txt, la criada, dudarlo?--replicó
fortunata_y_jacinda_3a.txt, Dorotea, oyó
fortunata_y_jacinda_3a.txt, que, quedó
fortunata_y_jacinda_3a.txt, D. Evaristo, fue
fortunata_y_jacinda_3a.txt, Dorotea, dijo
fortunata_y_jacinda_3a.txt, la señorita, quería
fortunata_y_jacinda_3a.txt, la cabeza, dolía
fortunata_y_jacinda_3a.txt, la señorita, mejor
fortunata_y_jacinda_3a.txt, que, graciosa
fortunata_y_jacinda_3a.txt, señor, prevengo
fortunata_y_jacinda_3a.txt, el caballero--, hija--replicó
fortunata_y_jacinda_3a.txt, que, quedar
fortunata_y_jacinda_3a.txt, un ratito, Espérese
fortunata_y_jacinda_3a.txt, Dorotea, mandó
fortunata_y_jacinda_3a.txt, Fortunata, Estaba
fortunata_y_jacinda_3a.txt, la cabeza, Estaba
fortunata_y_jacinda_3a.txt, que, veía
fortunata_y_jacinda_3a.txt, D. Evaristo, preciaba
fortunata_y_jacinda_3a.txt, usted, está
fortunata_y_jacinda_3a.txt, usted, guapísima
fortunata_y_jacinda_3a.txt, el pelo, ven
fortunata_y_jacinda_3a.txt, ella, malita--dijo
fortunata_y_jacinda_3a.txt, La cabeza, partía
fortunata_y_jacinda_3a.txt, que, piensa
fortunata_y_jacinda_3a.txt, que, mala
fortunata_y_jacinda_3a.txt, que, nacido
fortunata_y_jacinda_3a.txt, usted, sabe
fortunata_y_jacinda_3a.txt, yo, hecho
fortunata_y_jacinda_3a.txt, que, pasa
fortunata_y_jacinda_3a.txt, yo perrerías, hecho
fortunata_y_jacinda_3a.txt, esto, mandó
fortunata_y_jacinda_3a.txt, ella, escribirle
fortunata_y_jacinda_3a.txt, usted, párese
fortunata_y_jacinda_3a.txt, el amigo, hace--dijo
fortunata_y_jacinda_3a.txt, Eso, romanticismo
fortunata_y_jacinda_3a.txt, el dinero, devuelve
fortunata_y_jacinda_3a.txt, que, robado
fortunata_y_jacinda_3a.txt, usted, tenía
fortunata_y_jacinda_3a.txt, él, diera
fortunata_y_jacinda_3a.txt, usted, déjese
fortunata_y_jacinda_3a.txt, esas simplezas, ven
fortunata_y_jacinda_3a.txt, yo, propuesto
fortunata_y_jacinda_3a.txt, la enferma, tomo--declaró
fortunata_y_jacinda_3a.txt, Eso es, mimitos--dijo
fortunata_y_jacinda_3a.txt, que, posible--
fortunata_y_jacinda_3a.txt, Eso, es
fortunata_y_jacinda_3a.txt, él, quiere
fortunata_y_jacinda_3a.txt, usted, Tiene
fortunata_y_jacinda_3a.txt, usted, va
fortunata_y_jacinda_3a.txt, usted, piensa
fortunata_y_jacinda_3a.txt, Fortunata, convenció
fortunata_y_jacinda_3a.txt, que, algo
fortunata_y_jacinda_3a.txt, la que, hecho!--murmuró
fortunata_y_jacinda_3a.txt, Qué manera, di
fortunata_y_jacinda_3a.txt, que, dejé
fortunata_y_jacinda_3a.txt, usted, Perdone
fortunata_y_jacinda_3a.txt, usted, calcule
fortunata_y_jacinda_3a.txt, usted, ve
fortunata_y_jacinda_3a.txt, ese hombre, vuelve
fortunata_y_jacinda_3a.txt, usted, tierna
fortunata_y_jacinda_3a.txt, D. Evaristo, requesón--dijo
fortunata_y_jacinda_3a.txt, los demás, parece
fortunata_y_jacinda_3a.txt, usted, dice
fortunata_y_jacinda_3a.txt, nada, dice
fortunata_y_jacinda_3a.txt, yo, sepa
fortunata_y_jacinda_3a.txt, Feijoo, mundo--afirmó
fortunata_y_jacinda_3a.txt, que, suelen
fortunata_y_jacinda_3a.txt, usted, suelen
fortunata_y_jacinda_3a.txt, Cerebro, males
fortunata_y_jacinda_3a.txt, yo, poder
fortunata_y_jacinda_3a.txt, usted, va
fortunata_y_jacinda_3a.txt, muchas lecciones, necesitan
fortunata_y_jacinda_3a.txt, usted, desgraciada
fortunata_y_jacinda_3a.txt, la vida, desgraciada
fortunata_y_jacinda_3a.txt, este mundo, gaita
fortunata_y_jacinda_3a.txt, Usted, sabe
fortunata_y_jacinda_3a.txt, que, dan
fortunata_y_jacinda_3a.txt, Yo, enseñar
fortunata_y_jacinda_3a.txt, que, sabe
fortunata_y_jacinda_3a.txt, un hombre, dice
fortunata_y_jacinda_3a.txt, que, visto
fortunata_y_jacinda_3a.txt, que, tenido
fortunata_y_jacinda_3a.txt, que, empiezo
fortunata_y_jacinda_3a.txt, yo, trato
fortunata_y_jacinda_3a.txt, usted, práctica
fortunata_y_jacinda_3a.txt, eso, quiere
fortunata_y_jacinda_3a.txt, usted, haga
fortunata_y_jacinda_3a.txt, D. Evaristo, es!--indicó
fortunata_y_jacinda_3a.txt, la señora, haremos
fortunata_y_jacinda_3a.txt, el señor, quería
fortunata_y_jacinda_3a.txt, usted, tiempo
fortunata_y_jacinda_3a.txt, esa cabeza, pone
fortunata_y_jacinda_3a.txt, usted, eche
fortunata_y_jacinda_3a.txt, las flores, gustaban
fortunata_y_jacinda_3a.txt, parte, pasaba
fortunata_y_jacinda_3a.txt, que, tenían
fortunata_y_jacinda_3a.txt, que, corría
fortunata_y_jacinda_3a.txt, Las flores, bellas
fortunata_y_jacinda_3a.txt, aquella tarde, habló
fortunata_y_jacinda_3a.txt, su amiga, tenía
fortunata_y_jacinda_3a.txt, ninguna flor, hacía
fortunata_y_jacinda_3a.txt, las camelias, antipáticas
fortunata_y_jacinda_3a.txt, aquellas flores, ilusionan
fortunata_y_jacinda_3a.txt, que, _
fortunata_y_jacinda_3a.txt, esta tarde?--dijo D. Evaristo, encontramos
fortunata_y_jacinda_3a.txt, que, parecía
fortunata_y_jacinda_3a.txt, ella, Continuaba
fortunata_y_jacinda_3a.txt, usted, fue
fortunata_y_jacinda_3a.txt, usted, tendría
fortunata_y_jacinda_3a.txt, hija, Vamos
fortunata_y_jacinda_3a.txt, que, parece
fortunata_y_jacinda_3a.txt, el alma, salir
fortunata_y_jacinda_3a.txt, El tiempo, médico
fortunata_y_jacinda_3a.txt, que, pinta
fortunata_y_jacinda_3a.txt, yo, ver
fortunata_y_jacinda_3a.txt, usted, Sabe
fortunata_y_jacinda_3a.txt, Ese_, quiso
fortunata_y_jacinda_3a.txt, usted, sabe
fortunata_y_jacinda_3a.txt, --¿Le, gusta
fortunata_y_jacinda_3a.txt, el teatro, gusta
fortunata_y_jacinda_3a.txt, que, hacen
fortunata_y_jacinda_3a.txt, una actriz, desmaya
fortunata_y_jacinda_3a.txt, el hijo, quitan
fortunata_y_jacinda_3a.txt, Feijoo, --dijo
fortunata_y_jacinda_3a.txt, nuestros gustos, contrarios
fortunata_y_jacinda_3a.txt, yo, veo
fortunata_y_jacinda_3a.txt, los actores, pegan
fortunata_y_jacinda_3a.txt, las actrices, principian
fortunata_y_jacinda_3a.txt, que, conviene
fortunata_y_jacinda_3a.txt, los bailes, gustan
fortunata_y_jacinda_3a.txt, usted, va
fortunata_y_jacinda_3a.txt, yo, suelta
fortunata_y_jacinda_3a.txt, Juan, llevó
fortunata_y_jacinda_3a.txt, yo, fui
fortunata_y_jacinda_3a.txt, usted, Creerá
fortunata_y_jacinda_3a.txt, esto, divertido
fortunata_y_jacinda_3a.txt, La careta, da
fortunata_y_jacinda_3a.txt, que, abrasa
fortunata_y_jacinda_3a.txt, yo, río
fortunata_y_jacinda_3a.txt, nada más, ocurre
fortunata_y_jacinda_3a.txt, Juan, decía
fortunata_y_jacinda_3a.txt, Él, empeñaba
fortunata_y_jacinda_3a.txt, yo, fuera
fortunata_y_jacinda_3a.txt, la cabra, tira
fortunata_y_jacinda_3a.txt, Pueblo nací, soy
fortunata_y_jacinda_3a.txt, usted, viera
fortunata_y_jacinda_3a.txt, que, ponía
fortunata_y_jacinda_3a.txt, yo, decía
fortunata_y_jacinda_3a.txt, que, gusta
fortunata_y_jacinda_3a.txt, un guisado, gusta
fortunata_y_jacinda_3a.txt, que, comen
fortunata_y_jacinda_3a.txt, la Antoñita, tiene
fortunata_y_jacinda_3a.txt, que, está
fortunata_y_jacinda_3a.txt, la Ferrolana, llaman
fortunata_y_jacinda_3a.txt, Tú, parece
fortunata_y_jacinda_3a.txt, usted, Ve
fortunata_y_jacinda_3a.txt, que, decía
fortunata_y_jacinda_3a.txt, yo, pusiera
fortunata_y_jacinda_3a.txt, esos cuerpos, pusiera
fortunata_y_jacinda_3a.txt, Dios, dado
fortunata_y_jacinda_3a.txt, --Esta mujer, vuelve
fortunata_y_jacinda_3a.txt, Feijoo, vuelve
fortunata_y_jacinda_3a.txt, que, pasa
fortunata_y_jacinda_3a.txt, los ojos, ponían
fortunata_y_jacinda_3a.txt, Sonrisa, contraía
fortunata_y_jacinda_3a.txt, que, sonrosada
fortunata_y_jacinda_3a.txt, que, imaginar
fortunata_y_jacinda_3a.txt, que, daba
fortunata_y_jacinda_3a.txt, que, digo
fortunata_y_jacinda_3a.txt, tiempo, tienes
fortunata_y_jacinda_3a.txt, la herida, reciente
fortunata_y_jacinda_3a.txt, que, quedo
fortunata_y_jacinda_3a.txt, qué, hace
fortunata_y_jacinda_3a.txt, que, come
fortunata_y_jacinda_3a.txt, que, oigo
fortunata_y_jacinda_3a.txt, Eso, conviene
fortunata_y_jacinda_3a.txt, qué facetas, tallado
fortunata_y_jacinda_3a.txt, yo, tallado
fortunata_y_jacinda_3a.txt, el traqueteo, sigue
fortunata_y_jacinda_3a.txt, Tiempo, hacía
fortunata_y_jacinda_3a.txt, mucho tiempo, hacía
fortunata_y_jacinda_3a.txt, el metal, rechina
fortunata_y_jacinda_3a.txt, Fortunata, Evaristo--dijo
fortunata_y_jacinda_3a.txt, una atmósfera, veía
fortunata_y_jacinda_3a.txt, el sol, entraba
fortunata_y_jacinda_3a.txt, yo, tengo
fortunata_y_jacinda_3a.txt, usted, sabe
fortunata_y_jacinda_3a.txt, la casa, plata
fortunata_y_jacinda_3a.txt, esta, distracción
fortunata_y_jacinda_3a.txt, la cual, siempre
fortunata_y_jacinda_3a.txt, yo, sé
fortunata_y_jacinda_3a.txt, que, contemplaba
fortunata_y_jacinda_3a.txt, usted, vaya
fortunata_y_jacinda_3a.txt, yo, voy
fortunata_y_jacinda_3a.txt, usted, huele
fortunata_y_jacinda_3a.txt, Ese olor, gusta
fortunata_y_jacinda_3a.txt, el buen señor, importa--replicó
fortunata_y_jacinda_3a.txt, Yo, sacudiré
fortunata_y_jacinda_3a.txt, usted, quiera
fortunata_y_jacinda_3a.txt, Yo, tengo
fortunata_y_jacinda_3a.txt, la falta, --Maldita
fortunata_y_jacinda_3a.txt, que, hacen
fortunata_y_jacinda_3a.txt, los _álbumes, hacen
fortunata_y_jacinda_3a.txt, usted, siga
fortunata_y_jacinda_3a.txt, eso, es
fortunata_y_jacinda_3a.txt, que, conviene
fortunata_y_jacinda_3a.txt, Yo, tengo
fortunata_y_jacinda_3a.txt, ella, sentados
fortunata_y_jacinda_3a.txt, usted, Ve
fortunata_y_jacinda_3a.txt, --No, negras
fortunata_y_jacinda_3a.txt, usted, apure
fortunata_y_jacinda_3a.txt, usted, piensa
fortunata_y_jacinda_3a.txt, que, inclinaba
fortunata_y_jacinda_3a.txt, qué cosas, ocurren!--exclamó
fortunata_y_jacinda_3a.txt, ella, ocurren!--exclamó
fortunata_y_jacinda_3a.txt, cual, oyera
fortunata_y_jacinda_3a.txt, poner--, sabía
fortunata_y_jacinda_3a.txt, la miseria, --Incluso
fortunata_y_jacinda_3a.txt, usted, tiene
fortunata_y_jacinda_3a.txt, Usted, sabe
fortunata_y_jacinda_3a.txt, Fortunata, frunció
fortunata_y_jacinda_3a.txt, --Eso, tiene
fortunata_y_jacinda_3a.txt, algún primo, sale
fortunata_y_jacinda_3a.txt, todos, concluyen
fortunata_y_jacinda_3a.txt, usted, piénselo
fortunata_y_jacinda_3a.txt, los sesos, devane
fortunata_y_jacinda_3a.txt, la joven, honrada--afirmó
fortunata_y_jacinda_3a.txt, usted, dígame
fortunata_y_jacinda_3a.txt, Aquella sonrisa, iluminó
fortunata_y_jacinda_3a.txt, que, agitaba
fortunata_y_jacinda_3a.txt, Feijoo--, bonito--prosiguió
fortunata_y_jacinda_3a.txt, que, diga
fortunata_y_jacinda_3a.txt, Yo, creo
fortunata_y_jacinda_3a.txt, usted, querido
fortunata_y_jacinda_3a.txt, yo, quiero
fortunata_y_jacinda_3a.txt, Feijoo, hizo
fortunata_y_jacinda_3a.txt, el cual, quería
fortunata_y_jacinda_3a.txt, Fortunata, entendía
fortunata_y_jacinda_3a.txt, el coronel, vamos--dijo
fortunata_y_jacinda_3a.txt, las moscas--, sacuden
fortunata_y_jacinda_3a.txt, Las cosas, son
fortunata_y_jacinda_3a.txt, usted, honrada
fortunata_y_jacinda_3a.txt, el pájaro, dijo
fortunata_y_jacinda_3a.txt, usted, deshonrada
fortunata_y_jacinda_3a.txt, yo, río
fortunata_y_jacinda_3a.txt, que, están
fortunata_y_jacinda_3a.txt, Usted, tiene
fortunata_y_jacinda_3a.txt, la suerte, depare
fortunata_y_jacinda_3a.txt, un buen hombre, depare
fortunata_y_jacinda_3a.txt, usted, echará
fortunata_y_jacinda_3a.txt, Dígolo, figúrese
fortunata_y_jacinda_3a.txt, usted, quiere
fortunata_y_jacinda_3a.txt, que, echado
fortunata_y_jacinda_3a.txt, que, picado
fortunata_y_jacinda_3a.txt, que, tira
fortunata_y_jacinda_3a.txt, usted, tiene
fortunata_y_jacinda_3a.txt, quien, acomoda
fortunata_y_jacinda_3a.txt, dificilillo, encontrar
fortunata_y_jacinda_3a.txt, las tristezas, pasen
fortunata_y_jacinda_3a.txt, que, pronto
fortunata_y_jacinda_3a.txt, la lotería, caído
fortunata_y_jacinda_3a.txt, que, insisten
fortunata_y_jacinda_3a.txt, yo, seré
fortunata_y_jacinda_3a.txt, quien, quite
fortunata_y_jacinda_3a.txt, el caballero, sonriendo
fortunata_y_jacinda_3a.txt, usted, hubiera
fortunata_y_jacinda_3a.txt, todo, honrada
fortunata_y_jacinda_3a.txt, el payo, dice
fortunata_y_jacinda_3a.txt, que, suceder
fortunata_y_jacinda_3a.txt, las cosas, vinieron
fortunata_y_jacinda_3a.txt, él, sabía
fortunata_y_jacinda_3a.txt, aquella mujer, loca
fortunata_y_jacinda_3a.txt, que, apetecía
fortunata_y_jacinda_3a.txt, Moraleja, llegó
fortunata_y_jacinda_3a.txt, D. Evaristo tuteándola ya--, veas
fortunata_y_jacinda_3a.txt, Juan Pablo Rubín, ignore
fortunata_y_jacinda_3a.txt, que, fue
fortunata_y_jacinda_3a.txt, quien, presentó
fortunata_y_jacinda_3a.txt, nuestro dichoso conocimiento, viene
fortunata_y_jacinda_3a.txt, Yo, enseñaré
fortunata_y_jacinda_3a.txt, su conciencia, representaba
fortunata_y_jacinda_3a.txt, todo, volvía
fortunata_y_jacinda_3a.txt, la conciencia, presentaba
fortunata_y_jacinda_3a.txt, el que, obra
fortunata_y_jacinda_3a.txt, yo, mala--pensaba--
fortunata_y_jacinda_3a.txt, yo, tengo
fortunata_y_jacinda_3a.txt, temor, sentía
fortunata_y_jacinda_3a.txt, D. León, enseñaron
fortunata_y_jacinda_3a.txt, las somnolencias, huían
fortunata_y_jacinda_3a.txt, que, salían
fortunata_y_jacinda_3a.txt, las mañanas, salían
fortunata_y_jacinda_3a.txt, Su conciencia, giraba
fortunata_y_jacinda_3a.txt, esta brusca revuelta, dependía
fortunata_y_jacinda_3a.txt, que, pasaba
fortunata_y_jacinda_3a.txt, un pájaro, pasa
fortunata_y_jacinda_3a.txt, una hoja, desprendiese
fortunata_y_jacinda_3a.txt, un coche, pasara
fortunata_y_jacinda_3a.txt, que, portaba
fortunata_y_jacinda_3a.txt, que, suelen
fortunata_y_jacinda_3a.txt, la cartilla, leyó
fortunata_y_jacinda_3a.txt, que, breve
fortunata_y_jacinda_3a.txt, yo, dejo
fortunata_y_jacinda_3a.txt, yo, contigo
fortunata_y_jacinda_3a.txt, avisas, canses
fortunata_y_jacinda_3a.txt, Fortunata, sentía
fortunata_y_jacinda_3a.txt, él, pagar
fortunata_y_jacinda_3a.txt, Santa Cruz, pagaba
fortunata_y_jacinda_3a.txt, la honradez, Lo
fortunata_y_jacinda_3a.txt, ella, anhelaba
fortunata_y_jacinda_3a.txt, esto, ganando
fortunata_y_jacinda_3a.txt, Un cuartito, señal
fortunata_y_jacinda_3a.txt, el escándalo, evitaba
fortunata_y_jacinda_3a.txt, D. Evaristo, compró
fortunata_y_jacinda_3a.txt, ella, entretenía
fortunata_y_jacinda_3a.txt, La visita, diaria
fortunata_y_jacinda_3a.txt, Unas veces, iba
fortunata_y_jacinda_3a.txt, otras, iba
fortunata_y_jacinda_3a.txt, Fortunata, tuviese
fortunata_y_jacinda_3a.txt, Feijoo, cosa
fortunata_y_jacinda_3a.txt, Fortunata, empezando
fortunata_y_jacinda_3a.txt, D. Evaristo, estuvo
fortunata_y_jacinda_3a.txt, Yo, soy
fortunata_y_jacinda_3a.txt, el danzante, descuelgue
fortunata_y_jacinda_3a.txt, ella, declaraba
fortunata_y_jacinda_3a.txt, ella, resistir
fortunata_y_jacinda_3a.txt, esto, oír
fortunata_y_jacinda_3a.txt, Feijoo, mostraba
fortunata_y_jacinda_3a.txt, La calaverada, descubierta
fortunata_y_jacinda_3a.txt, Fortunata, hablar
fortunata_y_jacinda_3a.txt, la familia, creía
fortunata_y_jacinda_3a.txt, D. Evaristo, cesaba
fortunata_y_jacinda_3a.txt, cosas, consiguen
fortunata_y_jacinda_3a.txt, la tranquilidad, consiguen
fortunata_y_jacinda_3a.txt, yo, tengo
fortunata_y_jacinda_3a.txt, yo, quería
fortunata_y_jacinda_3a.txt, Yo, sé
fortunata_y_jacinda_3a.txt, uno, santo
fortunata_y_jacinda_3a.txt, esto, dificilillo
fortunata_y_jacinda_3a.txt, yo, predico
fortunata_y_jacinda_3a.txt, la hipocresía, predico
fortunata_y_jacinda_3a.txt, la dignidad, consiste
fortunata_y_jacinda_3a.txt, que, dañan
fortunata_y_jacinda_3a.txt, que, vil
fortunata_y_jacinda_3a.txt, que, relaciona
fortunata_y_jacinda_3a.txt, la dignidad, consiste
fortunata_y_jacinda_3a.txt, que, pecado
fortunata_y_jacinda_3a.txt, ningún hecho, pecado
fortunata_y_jacinda_3a.txt, mandamientos, hicieron
fortunata_y_jacinda_3a.txt, que, legítimos
fortunata_y_jacinda_3a.txt, yo, tengo
fortunata_y_jacinda_3a.txt, La verdad, indigno
fortunata_y_jacinda_3a.txt, Fulano, hizo
fortunata_y_jacinda_3a.txt, que, mató
fortunata_y_jacinda_3a.txt, tal mujer, faltó
fortunata_y_jacinda_3a.txt, que, fugó
fortunata_y_jacinda_3a.txt, tal niña, fugó
fortunata_y_jacinda_3a.txt, que, estamos
fortunata_y_jacinda_3a.txt, ella, pensado
fortunata_y_jacinda_3a.txt, ella, tuviesen
fortunata_y_jacinda_3a.txt, Conque, sabes--añadió
fortunata_y_jacinda_3a.txt, Yo, creo
fortunata_y_jacinda_3a.txt, Yo, indulgente
fortunata_y_jacinda_3a.txt, eso, decir
fortunata_y_jacinda_3a.txt, D. Evaristo, permitía
fortunata_y_jacinda_3a.txt, ella, Dijo
fortunata_y_jacinda_3a.txt, que, sabía
fortunata_y_jacinda_3a.txt, que, era
fortunata_y_jacinda_3a.txt, Feijoo, Quiso
fortunata_y_jacinda_3a.txt, algunas comidas, gustaban
fortunata_y_jacinda_3a.txt, Fortunata, tenía
fortunata_y_jacinda_3a.txt, Él, listo
fortunata_y_jacinda_3a.txt, que, supo
fortunata_y_jacinda_3a.txt, ella, necesitaba
fortunata_y_jacinda_3a.txt, su señor, hiciera
fortunata_y_jacinda_3a.txt, que, comer
fortunata_y_jacinda_3a.txt, que, concierne
fortunata_y_jacinda_3a.txt, la verdad, era
fortunata_y_jacinda_3a.txt, que, daba
fortunata_y_jacinda_3a.txt, Feijoo, podía
fortunata_y_jacinda_3a.txt, ella, resistía
fortunata_y_jacinda_3a.txt, que, traían
fortunata_y_jacinda_3a.txt, que, _
fortunata_y_jacinda_3a.txt, Cristo, dio
fortunata_y_jacinda_3a.txt, que, parece
fortunata_y_jacinda_3a.txt, un pueblo, parece
fortunata_y_jacinda_3a.txt, Comunícase, mayoría
fortunata_y_jacinda_3a.txt, El vecindario, mayoría
fortunata_y_jacinda_3a.txt, Empleados, encuentran
fortunata_y_jacinda_3a.txt, la vega, ve
fortunata_y_jacinda_3a.txt, la vecindad, distinguida
fortunata_y_jacinda_3a.txt, las prisiones, caer
fortunata_y_jacinda_3a.txt, que, quieren
fortunata_y_jacinda_3a.txt, Fortunata, iba
fortunata_y_jacinda_3a.txt, un habitante, visita
fortunata_y_jacinda_3a.txt, las casas, resultan
fortunata_y_jacinda_3a.txt, Madrid, resultan
fortunata_y_jacinda_3a.txt, Fortunata, pasó
fortunata_y_jacinda_3a.txt, Don Evaristo, vivía
fortunata_y_jacinda_3a.txt, Su domicilio, tenía
fortunata_y_jacinda_3a.txt, el Ministro Plenipotenciario, hombre
fortunata_y_jacinda_3a.txt, que, contadas
fortunata_y_jacinda_3a.txt, Feijoo, comunicaba
fortunata_y_jacinda_3a.txt, esta expresión, indica
fortunata_y_jacinda_3a.txt, el buen señor, llegó
fortunata_y_jacinda_3a.txt, que, determinaba
fortunata_y_jacinda_3a.txt, que, tengas
fortunata_y_jacinda_3a.txt, otros, estropearon
fortunata_y_jacinda_3a.txt, yo, dado
fortunata_y_jacinda_3a.txt, Feijoo, vivir
fortunata_y_jacinda_3a.txt, Muchos días, comían
fortunata_y_jacinda_3a.txt, amantes, convenido
fortunata_y_jacinda_3a.txt, olor, llegaba
fortunata_y_jacinda_3a.txt, el buen señor, contaba
fortunata_y_jacinda_3a.txt, Fortunata, oía
fortunata_y_jacinda_3a.txt, quien, sentía
fortunata_y_jacinda_3a.txt, Tú, hacerte
fortunata_y_jacinda_3a.txt, que, jardines
fortunata_y_jacinda_3a.txt, aquella noche, acechando
fortunata_y_jacinda_3a.txt, los insurgentes, pasar
fortunata_y_jacinda_3a.txt, que, escurría
fortunata_y_jacinda_3a.txt, un tiro, pim
fortunata_y_jacinda_3a.txt, nuestra gente, echa
